id,target,hasNum,hasLink,hasUser,hasHashtag,exclamacion,interrogacion,mayusculas,longitud,negativity,sigmoidic_negativity,neg_to_label,continent_cat_codes,continent_Africa,continent_Asia,continent_Europe,continent_EuropeEurope,continent_North America,continent_Oceania,continent_Other,continent_South America,country_cat_codes,country_Argentina,country_Australia,country_Canada,country_England,country_India,country_Nigeria,country_Other,country_Turkey,country_United Kingdom,country_United States,city_cat_codes,city_California,city_Chicago,city_Florida,city_London,city_Los Angeles,city_New York,city_Of,city_Other,city_Texas,city_Washington,prediccion_T5
1,1,0,0,0,1,0,0,10,71,18.94175118097485,0.8322629945429708,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
4,1,0,0,0,0,0,0,5,40,12.169451787505063,0.005649356764863182,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
5,1,0,0,0,0,0,0,2,135,129.64088892237106,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
6,1,1,0,0,1,0,0,1,67,9.27054606033342,0.00031285621660619216,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
7,1,0,0,0,1,0,0,3,90,45.04031123234329,0.9999999999990671,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
8,1,1,0,0,1,0,0,9,112,25.302191949992103,0.9996517327029136,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
10,1,0,0,0,1,0,0,4,97,20.26774000168528,0.949200811608056,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
13,1,0,0,0,0,0,0,2,61,26.6604592461802,0.9999104352575559,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
14,1,0,0,0,0,0,0,1,81,22.26718464177296,0.9928052622373984,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
15,1,0,0,0,0,0,0,1,54,9.551886373079832,0.0004144624513599751,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
16,1,0,0,0,0,0,0,1,45,12.608308036801374,0.008734584378864393,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
17,1,0,0,0,1,0,0,63,131,741.6724628920339,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
18,1,1,0,0,1,0,0,5,78,3.2732204274008843,7.77812495311803e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
19,1,0,0,0,1,0,0,5,41,16.21442765271681,0.24497913383338174,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
20,1,1,0,0,1,0,0,9,58,11.589032865145668,0.0031696256346487486,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
23,0,0,0,0,0,0,1,1,16,0.6366388474820797,5.5695793795054236e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
24,0,0,0,0,0,0,0,1,15,0.7610814604085203,6.307643432612588e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
25,0,0,0,0,0,0,0,1,18,0.9097302595706376,7.318540554817012e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
26,0,0,0,0,0,0,0,1,19,2.7503084395300066,4.610810381976962e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
28,0,0,0,0,0,6,0,1,30,0.8835059435215686,7.129111527285755e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
31,0,0,0,0,0,0,0,0,24,0.9101604338769258,7.321689479937497e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
32,0,0,0,0,0,0,0,1,19,1.5606705662628904,1.4032150623999647e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
33,0,0,0,0,0,0,0,1,13,0.13893146124816666,3.385874339849827e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
34,0,0,0,0,0,1,0,1,23,0.9615803294781208,7.708017310631889e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
36,0,0,0,0,0,0,0,8,10,0.4651854226863575,4.6920337305674554e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
37,0,0,0,0,0,0,0,2,32,1.997379752351019,2.1716238075936324e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
38,0,0,0,0,0,1,0,4,23,2.8935214343616997,5.320762144002601e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
39,0,0,0,0,0,0,0,1,20,0.4025176183592529,4.4070182114432684e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
40,0,0,0,0,0,0,0,1,11,0.0,2.9466847194873094e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
41,0,0,0,0,0,0,1,1,20,0.8363403741303149,6.80066941062583e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
44,0,0,0,0,0,1,0,1,10,0.4534287988128895,4.637194252561442e-08,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
48,1,1,1,1,0,0,0,11,73,12.074298857578285,0.0051392217811507155,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,1
49,0,1,1,0,1,0,0,8,104,8.484027543839327,0.00014250763596786683,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0
50,1,1,1,0,1,0,0,23,96,8.987389236935616,0.00023572456890459111,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
52,0,0,0,0,0,1,0,5,58,7.8563071915202425,7.607667170074847e-05,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
53,0,1,1,0,0,0,0,38,94,136.12997462981144,1.0,1,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
54,0,0,0,1,1,0,0,8,138,37.06609284754389,0.999999997289392,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
55,1,1,1,0,0,2,0,12,75,16.817790633975793,0.3723357553140516,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
56,1,1,1,0,1,0,0,33,148,60.82786017497666,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
57,0,0,0,0,0,0,0,5,44,4.982503873101252,4.297399763621679e-06,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
59,0,1,1,0,1,0,0,26,136,2.948537813823568,5.621693216550635e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
61,0,0,0,0,0,0,0,0,69,11.655989901466668,0.003388377014220927,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
62,0,0,0,0,0,0,2,7,137,59.956571457585405,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
63,0,0,0,1,0,0,4,20,52,8.37514401388803,0.00012780769558666345,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
64,0,1,1,0,0,1,0,6,100,15.71532312885865,0.16456088203034622,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
65,0,1,1,0,0,0,1,7,104,13.527094477056488,0.02160675838228167,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
66,1,1,1,0,0,0,0,30,130,27.55339709324539,0.9999633256797392,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
67,0,0,0,0,0,0,0,1,71,14.987976317829867,0.08690505376692087,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
68,0,1,1,0,1,0,0,26,136,2.948537813823568,5.621693216550635e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
71,0,0,0,0,0,0,0,5,154,54.40696565061836,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
73,1,1,1,0,0,0,0,12,105,13.512933008704266,0.02130940572673681,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
74,1,1,1,0,0,0,0,8,88,16.480893584726516,0.2975260749172545,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
76,0,1,1,0,0,0,0,28,150,38.598432998700716,0.9999999994144286,1,4,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
77,1,1,1,0,0,0,0,15,110,29.641675871194,0.999995455897935,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
78,0,1,1,1,0,0,8,9,143,9.11205697825557,0.00026701383852179434,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
79,1,1,1,0,1,0,0,12,146,104.18168416739182,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
80,1,1,1,0,0,0,0,61,117,39.60714458471706,0.9999999997864488,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
81,0,1,1,1,0,0,0,12,149,69.55534796928279,1.0,1,7,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
82,0,0,0,0,0,2,0,9,141,74.40071362252668,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
83,1,1,1,0,1,0,0,15,174,28.68786323941047,0.9999882054740186,1,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
85,0,0,0,0,0,0,0,4,93,18.657876779824782,0.7888282411212041,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
86,0,1,1,0,0,1,0,12,159,25.594028840656172,0.9997398595849684,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
89,0,1,1,0,0,0,0,16,133,8.456793789729335,0.00013867951985461975,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
91,1,1,0,1,0,1,0,7,157,103.27005855821173,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
92,0,1,1,0,1,0,0,17,99,5.251138387453016,5.6217518007304784e-06,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
93,1,0,1,1,0,0,0,8,94,21.82070991232263,0.9888014573617596,1,2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,1
95,0,0,0,1,0,0,1,4,106,38.081550793479536,0.9999999990181188,1,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
96,0,0,0,0,0,0,0,30,156,212.64565918458257,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
97,1,1,1,0,1,0,0,13,121,18.96730378868253,0.8357999500022814,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
98,1,1,1,0,1,0,0,22,148,46.283274463003,0.9999999999997308,1,4,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
100,0,1,1,0,1,0,1,10,141,22.117580587532352,0.9916539065891916,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
102,0,1,1,0,1,0,0,22,162,16.218816537537734,0.2457918294066751,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
104,1,1,1,0,0,0,0,14,171,108.56355783190928,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
105,1,0,0,0,0,0,0,7,54,17.005979037926444,0.41726258399502203,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
107,1,1,1,0,0,0,0,14,114,79.10983384066839,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
109,0,1,1,1,0,0,0,8,100,16.517014383993036,0.30513026426811185,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
110,0,1,1,0,0,0,0,5,90,7.198283456623142,3.9399558641650944e-05,0,7,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
112,1,1,1,0,0,0,0,31,97,34.51089299803581,0.9999999651039791,1,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
113,1,1,1,0,0,0,0,13,119,77.83840229358094,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
114,1,0,0,0,0,0,1,2,113,126.03258498653808,1.0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
117,0,0,0,0,0,0,7,0,152,49.85521273854828,0.9999999999999925,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
118,1,0,0,0,0,0,2,10,129,50.21042660367445,0.9999999999999948,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
119,0,0,0,0,0,0,2,11,90,35.882346757152426,0.9999999911455596,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
120,1,1,1,0,1,0,0,18,155,26.587398408677693,0.9999036472639056,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
121,1,1,1,0,1,0,0,16,109,33.00420689651644,0.9999998425577408,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
126,1,1,1,0,0,0,0,12,146,30.24658340083576,0.9999975183474838,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
128,1,1,1,0,0,0,0,56,99,50.9182550950737,0.9999999999999972,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
129,1,0,0,0,0,0,0,17,160,150.55773836060087,1.0,1,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
130,1,1,0,0,1,0,0,13,152,121.3181778653059,1.0,1,2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,1
131,1,0,1,0,0,0,0,42,71,19.495380322409925,0.8961704784218727,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
132,0,1,1,0,0,0,4,2,56,5.406636643667346,6.567548543750272e-06,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
133,1,1,0,0,0,0,0,44,89,46.9749967203577,0.9999999999998652,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
134,1,1,1,1,0,0,0,47,103,33.05648654586462,0.9999998505773091,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
135,1,1,1,0,0,0,0,12,95,34.811041909144656,0.9999999741522412,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
136,1,1,1,0,0,0,0,10,84,25.666484997466146,0.9997580373032718,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
137,1,1,0,0,0,0,0,15,157,122.77345331678472,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
138,0,0,0,0,0,0,1,6,163,43.036597100860405,0.9999999999930799,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
139,1,1,0,1,1,0,0,19,160,47.30573962133656,0.9999999999999032,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
141,0,0,0,1,0,0,1,3,83,12.085414323771989,0.005196366793825189,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
143,1,0,0,0,0,0,0,1,107,63.73076165671547,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
144,1,0,1,1,1,0,0,10,136,44.6331608394386,0.9999999999985979,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
145,0,0,0,0,1,0,0,9,163,54.3850660515736,1.0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
146,0,0,0,1,0,0,0,4,85,3.582407078259536,1.0596265943661904e-06,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
149,0,0,0,0,0,0,0,3,125,35.87958603962497,0.9999999911210812,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
151,0,1,1,1,1,0,0,42,161,27.930197073960198,0.999974839172448,1,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
153,0,0,0,0,0,0,0,4,88,8.762381484430005,0.0001882373727307366,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
156,0,1,1,1,1,0,0,41,152,28.60473087825809,0.9999871830711604,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
157,0,0,0,0,0,0,0,3,68,3.2866771088769964,7.883500029875344e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
158,0,1,0,1,0,0,0,4,161,46.87152143882632,0.9999999999998506,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
159,0,0,0,0,0,0,0,3,84,14.915591104320464,0.08133023341487312,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
160,0,0,0,0,1,0,0,3,95,7.118777663783784,3.6388465138442375e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
161,0,0,0,0,0,0,1,8,96,10.832710695659811,0.0014902957159274993,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
162,0,0,0,0,0,0,0,13,121,20.843047422779442,0.9707743533798046,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
163,0,0,1,0,0,0,0,10,53,0.8529411764705882,6.914508265289103e-08,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
164,0,1,1,1,1,0,0,41,161,27.930197073960198,0.999974839172448,1,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
165,0,1,1,1,1,0,0,41,152,28.60473087825809,0.9999871830711604,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
168,0,1,1,1,1,0,0,36,150,21.344032525431114,0.9820848770793466,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
170,0,0,0,1,0,0,2,6,75,5.713897233303929,8.929843427186369e-06,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
171,0,1,1,1,1,0,0,40,161,27.930197073960198,0.999974839172448,1,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
172,0,1,1,1,1,0,0,40,161,27.930197073960198,0.999974839172448,1,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
173,0,1,1,0,1,0,1,18,165,19.775815452315484,0.9195179548233742,1,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
174,0,1,1,0,0,0,0,18,152,28.69210237516224,0.9999882553662036,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
